id,flux
R_FA160ACPHi@iMM904,0.0
R_FA160ACPtm@iMM904,0.0
R_FA160COAabcp@iMM904,0.0
R_FA160tp@iMM904,0.0
R_FA161ACPHi@iMM904,0.0
R_FA161ACPtm@iMM904,0.0
R_FA161COAabcp@iMM904,0.0
R_FA161tp@iMM904,0.0
R_FA180ACPH@iMM904,0.0
R_FA180ACPtm@iMM904,0.0
R_FA180COAabcp@iMM904,0.0
R_FA181ACPH@iMM904,0.0
R_FA181ACPtm@iMM904,0.0
R_FA181COAabcp@iMM904,0.0
R_FA182ACPH@iMM904,0.0
R_FA182ACPtm@iMM904,0.0
R_FA182COAabcp@iMM904,0.0
R_FA240tp@iMM904,0.0
R_FA260tp@iMM904,0.0
R_FA80tp@iMM904,0.0
R_FACOAL100p@iMM904,0.0
R_FACOAL120p@iMM904,0.0
R_FACOAL140@iMM904,-0.0033875361131930075
R_FACOAL140p@iMM904,0.0
R_FACOAL141@iMM904,0.0
R_FACOAL141p@iMM904,0.0
R_FACOAL160@iMM904,0.0
R_FACOAL160p@iMM904,0.0
R_FACOAL161@iMM904,0.0
R_FACOAL161p@iMM904,0.0
R_FACOAL180@iMM904,0.0004457284359464483
R_FACOAL181@iMM904,0.002941807677246559
R_FACOAL182@iMM904,0.0
R_FACOAL240p@iMM904,0.0
R_FACOAL260p@iMM904,0.0
R_FACOAL80p@iMM904,0.0
R_FADFMNtm@iMM904,0.0
R_FALDH@iMM904,0.0
R_FAO141p_even@iMM904,0.0
R_FAO141p_odd@iMM904,0.0
R_FAO161p_even@iMM904,0.0
R_FAO161p_odd@iMM904,0.0
R_FAO181p_even@iMM904,0.0
R_FAO181p_odd@iMM904,0.0
R_FAO182p_eveneven@iMM904,0.0
R_FAO182p_evenodd@iMM904,0.0
R_FAO182p_oddodd@iMM904,0.0
R_FAO240p@iMM904,0.0
R_FAO80p@iMM904,0.0
R_FAS100@iMM904,0.0
R_FAS100ACPm@iMM904,0.0
R_FAS100COA@iMM904,0.008914568718928968
R_FAS120@iMM904,0.0
R_FAS120ACPm@iMM904,0.0
R_FAS120COA@iMM904,0.008736277344550389
R_FAS140@iMM904,0.0
R_FAS140ACPm@iMM904,0.0
R_FAS140COA@iMM904,0.00820140322141465
R_FAS141@iMM904,0.0
R_FAS141ACPm@iMM904,0.0
R_FAS160@iMM904,0.0033875361131930075
R_FAS160ACPm@iMM904,0.0
R_FAS160COA@iMM904,0.003922410236328745
